domain,content,symptom,disease_name,source_filename
1,"속눈썹난생(trichiasis)은 속눈썹의 일부 또는 대부분이 비정상적으로 안구 쪽을 향해 자라는 상태를 말합니다. 이러한 상태는 속눈썹이 눈 표면을 지속적으로 자극하게 되어 각막에 손상을 초래할 수 있습니다. 또한, 각막 손상은 2차적으로 세균 감염의 위험성을 높이는 요인이 될 수 있습니다.",,속눈썹난생(trichiasis),cid_21014_1.json
1,"속눈썹난생(trichiasis)은 속눈썹이 비정상적으로 눈을 향해 자라나는 상태를 말합니다. 이로 인해 환자는 빛에 민감해져 눈부심을 느낄 수 있으며, 눈물이 과도하게 분비되는 증상이 나타날 수 있습니다. 또한, 속눈썹이 각막이나 결막을 자극하여 눈에 이물감이 지속적으로 발생하게 됩니다.",,,cid_21015_1.json
1,"1. 속눈썹난생의 치료 첫 단계로, 문제를 일으키는 속눈썹을 우선적으로 제거합니다. 2. 레이저 치료나 냉동술을 이용하여 문제를 일으키는 속눈썹의 모근을 파괴하는 방법이 사용될 수 있습니다. 그러나 이러한 방법은 재발이 흔하다는 한계가 있습니다.",,,cid_21016_1.json
1,"콩다래끼(Chalazion)는 눈꺼풀에 발생하는 만성 염증성 질환으로, 주로 마이봄샘(Meibomian gland)의 분비물 배출이 막히면서 발생합니다. 이로 인해 눈꺼풀에 국소적인 종창(부기)과 결절이 형성되며, 통증은 일반적으로 없거나 경미한 편입니다. 콩다래끼는 급성 염증성 질환인 다래끼(Hordeolum)와는 다르게 만성적으로 진행되며, 감염보다는 염증 반응이 주된 원인입니다. 치료는 초기에는 온찜질과 마사지로 증상을 완화시키는 것이 일반적이며, 증상이 지속되거나 크기가 커질 경우 스테로이드 주사나 외과적 절개 및 배농이 필요할 수 있습니다.",부기|종창,콩다래끼|다래끼,cid_21018_1.json
1,"콩다래끼(Chalazion)는 마이봄샘에서 발생하는 무균성 만성 육아종성 염증입니다. 눈꺼풀 피부 아래에서 팥알 크기의 단단한 결절이 만져지며, 발적이나 통증과 같은 염증 증상이 나타나지 않는 것이 특징입니다. 성인에서 반복적으로 재발할 수 있으며, 악성종양과의 감별을 위해 생검이 필요할 수 있습니다.",발적|통증,콩다래끼,cid_21019_1.json
1,"1. 작은 크기의 콩다래끼는 대부분 자연적으로 치유됩니다. 2. 그러나 자연치유가 되지 않는 경우, 눈꺼풀판결막을 눈꺼풀테와 직각으로 절개하여 내부의 내용물을 긁어내는 방식으로 치료를 진행합니다. 3. 성인에서 동일한 부위에 콩다래끼가 반복적으로 재발하는 경우, 악성종양과의 감별 진단이 필요합니다.",콩다래끼,악성종양,cid_21020_1.json
1,"궤양눈꺼풀염은 주로 포도상구균 감염에 의해 발생하는 질환으로, 속눈썹 뿌리와 부속샘에 화농성 염증이 생깁니다. 이 질환에서는 눈꺼풀 가장자리가 충혈되고, 농포와 궤양이 다수 발생하며, 이 부위에 가피가 형성됩니다. 속눈썹에도 가피가 생기며, 다래끼와 콩다래끼가 자주 동반됩니다. 또한, 눈꺼풀겉말림(눈꺼풀이 바깥쪽으로 뒤집히는 현상)과 속눈썹증(속눈썹이 비정상적으로 자라는 상태)이 합병증으로 나타날 수 있습니다.",눈꺼풀 가장자리 충혈|농포|궤양|가피 형성|다래끼|콩다래끼,궤양눈꺼풀염|눈꺼풀겉말림|속눈썹증,cid_21022_1.json
1,"4-1 궤양눈꺼풀염의 원인은 주로 포도상구균의 독소로 인해 발생하는 것으로 추정됩니다. 이 질환에서는 결막의 비대가 관찰될 수 있으며, 표층점모양 각막염이 동반될 가능성이 있습니다. 또한, 플리텐각막염이 나타날 수 있고, 가장자리 각막궤양이 확인될 경우 포도상구균 감염의 가능성이 더욱 높아집니다.",,,cid_21023_1.json
1,"1. 머리와 눈썹, 그리고 눈꺼풀테의 청결을 철저히 유지해야 합니다. 머리 쪽에 지루피부염이 있는 경우 황화셀레늄 등의 약제를 사용하여 치료합니다. 2. 눈꺼풀테는 소아용 샴푸를 적신 면봉을 이용하여 부드럽게 닦아내며, 비듬과 같은 이물질을 제거합니다. 3. 항균제를 국소적으로 투여하며, erythromycin 또는 bacitracin 연고 등을 사용하여 감염을 억제합니다.",비듬|감염,,cid_21024_1.json
1,"눈꺼풀겉말림(안검외반)은 눈꺼풀의 가장자리가 바깥쪽으로 젖혀진 상태를 말합니다. 이로 인해 결막이 과도하게 노출되며, 특히 아래눈꺼풀겉말림의 경우 눈물점이 눈물과 제대로 접촉하지 못하게 됩니다. 결과적으로 코눈물관으로 눈물이 배출되지 못하고 눈물이 흘러내리는 증상이 나타납니다.",눈물이 흘러내리는 증상,눈꺼풀겉말림(안검외반),cid_21025_1.json
1,"눈꺼풀겉말림(안검외반, ectropion)은 눈꺼풀이 바깥쪽으로 뒤집혀 눈 표면을 제대로 덮지 못하는 상태를 말합니다. 이 질환은 여러 가지 원인에 따라 다음과 같은 유형으로 나뉩니다: 1. 퇴행성 안검외반: 나이가 들면서 눈꺼풀 조직이 약해지고 탄력이 감소하여 발생합니다. 주로 노화와 관련이 있습니다. 2. 마비성 안검외반: 안면신경 마비로 인해 눈꺼풀 근육의 기능이 저하되어 발생합니다. 이는 종종 안면신경 손상이나 질환과 연관됩니다. 3. 흉터성 안검외반: 눈꺼풀 피부나 주변 조직에 흉터가 생겨 눈꺼풀이 바깥쪽으로 당겨지는 경우입니다. 외상, 수술, 화상 등이 원인이 될 수 있습니다. 4. 기계성 안검외반: 종양이나 기타 물리적 요인으로 인해 눈꺼풀이 바깥쪽으로 밀리거나 당겨지는 경우입니다. 이러한 유형들은 각각의 원인과 병태생리에 따라 치료 접근법이 달라질 수 있습니다.",,,cid_21026_1.json
1,"눈꺼풀겉말림(안검외반, ectropion)의 치료 방법으로는 눈이 건조해지지 않도록 안연고를 점안하여 눈 표면을 보호하는 것이 중요합니다. 또한, 상태가 심각하거나 보존적 치료로 호전되지 않는 경우에는 외과적 수술을 통해 눈꺼풀의 위치를 교정하는 치료가 필요합니다.",,안검외반|백내장,cid_21027_1.json
1,"눈꺼풀테염(Marginal blepharitis)은 눈꺼풀 가장자리에 발생하는 만성 염증성 질환입니다. 이 질환은 눈꺼풀의 피부와 속눈썹 모낭, 그리고 마이봄샘에 영향을 미칩니다. 눈꺼풀테염은 주로 세균 감염, 피부 질환(예: 지루성 피부염, 여드름), 또는 마이봄샘 기능 이상과 관련이 있습니다. 증상으로는 눈꺼풀 가장자리의 발적, 부종, 가려움증, 작열감, 그리고 눈꺼풀에 딱지가 생기는 현상이 나타날 수 있습니다. 또한, 눈이 건조하거나 이물감이 느껴질 수 있으며, 심한 경우 시력에 영향을 줄 수 있습니다. 치료는 원인에 따라 다르며, 일반적으로 눈꺼풀 위생 관리, 항생제 연고 또는 점안제, 그리고 필요 시 항염증제를 사용합니다.",발적|부종|가려움증|작열감|딱지|건조함|이물감,눈꺼풀테염|지루성 피부염|여드름|백내장,cid_21028_1.json
1,"눈꺼풀테염의 치료는 다음과 같습니다. 먼저, 머리, 눈썹, 그리고 눈꺼풀테를 철저히 청결하게 유지하는 것이 중요합니다. 이를 통해 염증을 유발할 수 있는 오염물질이나 병원균을 제거합니다. 또한, 항균제를 국소적으로 투여하여 감염을 억제하고 염증을 완화합니다. 사용되는 항균제로는 에리트로마이신(erythromycin) 연고나 바시트라신(bacitracin) 연고 등이 있습니다. 눈꺼풀테의 청결 유지와 항균제의 국소적 사용은 치료의 핵심적인 요소입니다.",,눈꺼풀염,cid_21032_1.json
1,"1. 선천적인 눈꺼풀처짐은 눈돌림신경의 위가지에 장애가 있거나 윗눈꺼풀올림근의 발육 이상으로 인해 발생합니다. 2. 이 상태를 가진 환자는 일반적으로 쌍꺼풀이 없으며, 이마에 주름이 많이 생기는 특징을 보입니다. 3. 또한, 시야를 확보하기 위해 머리를 뒤로 젖히고 다니는 자세를 취하는 경우가 흔합니다.",,,cid_21033_1.json
1,선천성 눈꺼풀처짐은 양안에서 발생하는 경우가 단안에서 발생하는 경우보다 더 흔합니다. 그러나 양안에서 발생하더라도 종종 비대칭적으로 나타나는 경향이 있습니다.,,,cid_21035_1.json
1,"1. 중증근무력증은 항아세틸콜린 수용체에 대한 항체 이상으로 인해 발생하는 질환입니다. 2. 이 질환은 텐실론 검사, 얼음 검사, 수면 검사, 항체 검사를 통해 진단할 수 있습니다. 3. 중증근무력증의 치료는 주로 약물요법을 통해 이루어집니다. 4. 호르너 증후군은 교감신경계의 손상으로 인해 발생하는 증후군입니다. 5. 노년층에서는 노화로 인해 윗눈꺼풀올림근의 약화가 발생할 수 있습니다. 6. 이러한 노화로 인한 윗눈꺼풀올림근 약화는 후천적으로 눈꺼풀처짐을 유발할 수 있습니다.",눈꺼풀처짐,중증근무력증|호르너 증후군,cid_21036_1.json
1,"후천적으로 발생한 눈꺼풀처짐의 치료는 위눈꺼풀올림근의 기능 정도에 따라 달라집니다. 위눈꺼풀올림근의 기능이 어느 정도 남아 있는 경우, 이 근육의 일부를 절제하여 단축시키는 수술을 시행합니다. 반면, 위눈꺼풀올림근의 기능이 거의 없는 경우에는 대퇴근막이나 다른 적합한 재료를 사용하여 위눈꺼풀을 이마근에 연결하는 수술을 진행합니다.",,눈꺼풀 처짐,cid_21037_1.json
1,"눈꺼풀처짐(Blepharoptosis)은 윗눈꺼풀올림근(levator palpebrae muscle)의 기능 이상이나 이 근육을 지배하는 신경의 이상으로 인해 발생합니다. 이로 인해 윗눈꺼풀이 아래로 처지며, 눈꺼풀틈새가 정상보다 좁아지는 상태를 말합니다.",눈꺼풀 처짐|눈꺼풀틈새가 정상보다 좁아짐,눈꺼풀 처짐,cid_21038_1.json
1,"1. 눈꺼풀처짐은 선천성과 후천성으로 분류됩니다. 2. 선천성 눈꺼풀처짐은 단순성과 복합성으로 나뉘며, 복합성에는 눈꺼풀틈새축소, 외안근 마비, 그리고 마르쿠스-건 턱 윙크 증후군이 포함됩니다. 3. 후천성 눈꺼풀처짐은 신경성, 근육성, 외상성, 노년성, 그리고 가족유전성으로 구분됩니다. 4. 신경성 원인으로는 호르너 증후군이 있으며, 이는 교감신경계의 이상으로 발생합니다. 5. 근육성 원인으로는 연축성 이영양, 중증근무력증, 그리고 만성진행성 마비가 포함됩니다. 6. 외상성 원인은 외부 손상으로 인해 발생하는 경우를 말합니다. 7. 노년성 원인은 나이가 들면서 발생하는 퇴행성 변화와 관련이 있습니다. 8. 가족유전성 원인은 가족 내 유전적 요인에 의해 발생합니다.",눈꺼풀틈새축소|외안근 마비|마르쿠스-건 턱 윙크 증후군|호르너 증후군,녹내장|백내장,cid_21039_1.json
1,"1. 사마귀는 피부나 점막에 발생하는 양성종양으로, 주로 인유두종바이러스(HPV)에 의해 발생합니다. 2. 유두종은 상피세포의 과증식으로 인해 발생하는 양성종양으로, 주로 점막이나 피부에 나타나며, 바이러스 감염이 원인일 수 있습니다. 3. 모반은 피부에 존재하는 멜라닌세포의 국소적 증식으로 인해 발생하는 양성 병변으로, 선천적이거나 후천적으로 나타날 수 있습니다.",,,cid_21040_1.json
1,"1. 바닥세포암(Basal cell carcinoma)은 눈꺼풀에서 발생하는 악성 종양 중 가장 흔한 형태로, 주로 아래 눈꺼풀에 발생하며 중심부에 궤양을 형성하는 경우가 많습니다. 2. 편평세포암(Squamous cell carcinoma)은 주변의 골조직으로 빠르게 전이되는 특징을 가지며, 방사선 치료에 대한 반응이 좋지 않은 경향이 있습니다. 3. 피지샘암종(Sebaceous cell carcinoma)은 눈꺼풀판의 마이봄샘(Meibomian gland)이나 짜이스샘(Zeis gland)에서 발생하는 악성 종양입니다.",궤양,바닥세포암|편평세포암|피지샘암종,cid_21041_1.json
1,"본태눈꺼풀연축은 눈꺼풀을 감는 역할을 하는 근육들, 즉 눈둘레근, 눈썹주름근, 그리고 눈살근에서 비자발적이고 과도한 수축이 발생하는 상태를 의미합니다.",,본태눈꺼풀연축,cid_21043_1.json
1,"본태눈꺼풀연축의 원인은 주로 중추신경계의 특정 부위와 관련이 있습니다. 바닥핵의 기능 이상이 주요 원인으로 지목됩니다. 또한, 간뇌와 줄무늬체-뇌간의 이상도 연관이 있습니다. 추체외로계의 기능적 장애가 본태눈꺼풀연축의 발병에 기여할 수 있습니다. 마지막으로, 소뇌의 이상 역시 이 질환과 관련이 있는 것으로 알려져 있습니다.",,본태눈꺼풀연축,cid_21044_1.json
1,"본태눈꺼풀연축의 치료 방법으로는 보툴리눔 독소 주사가 사용됩니다. 또한, 눈둘레근 절제술이 치료 옵션으로 고려될 수 있습니다. 더불어, 얼굴 신경 절제술도 치료 방법 중 하나로 시행될 수 있습니다.",,,cid_21045_1.json
1,"눈꺼풀 질환은 눈꺼풀에 발생하는 다양한 문제를 포함하며, 이는 눈의 기능과 건강에 영향을 미칠 수 있습니다. 눈꺼풀은 눈을 보호하고 눈물의 분포를 조절하는 중요한 역할을 하므로, 이 부위의 질환은 시각적 불편감과 더불어 심각한 합병증을 초래할 수 있습니다.",시각적 불편감,눈꺼풀 질환,cid_21046_1.json
1,눈꺼풀틈새의 높이는 약 8~9mm입니다. 눈꺼풀틈새의 넓이는 약 26~28mm입니다. 눈구석 인대의 각도는 쌍꺼풀의 경우 약 3~6mm입니다.,,,cid_21047_1.json
1,"1. 눈꺼풀의 구조적 이상은 눈꺼풀의 해부학적 구조나 기능에 문제가 생긴 상태를 의미합니다. 2. 이러한 이상은 선천적 원인이나 후천적 요인에 의해 발생할 수 있습니다. 3. 눈꺼풀의 구조적 이상에는 안검하수, 안검외반, 안검내반, 눈꺼풀 종양 등이 포함됩니다. 4. 안검하수는 눈꺼풀을 들어 올리는 근육의 약화나 신경 손상으로 인해 눈꺼풀이 정상 위치보다 아래로 처지는 상태를 말합니다. 5. 안검외반은 눈꺼풀이 바깥쪽으로 뒤집히는 상태로, 노화나 외상, 흉터 형성 등이 원인이 될 수 있습니다. 6. 안검내반은 눈꺼풀이 안쪽으로 말려 들어가는 상태로, 속눈썹이 각막이나 결막을 자극하여 통증이나 염증을 유발할 수 있습니다. 7. 눈꺼풀 종양은 양성 또는 악성일 수 있으며, 눈꺼풀의 정상적인 구조와 기능을 방해할 수 있습니다. 8. 이러한 구조적 이상은 시력 저하, 눈의 불편감, 염증, 감염 등의 합병증을 초래할 수 있으므로 적절한 진단과 치료가 필요합니다. 9. 치료 방법은 이상 유형과 원인에 따라 다르며, 약물 치료, 수술적 교정, 또는 기타 보조적 치료가 포함될 수 있습니다.",시력 저하|눈의 불편감|통증|염증|감염,안검하수|안검외반|안검내반|눈꺼풀 종양,cid_21049_1.json
1,"눈꺼풀의 염증 질환은 눈꺼풀 조직에 염증이 발생하는 상태를 의미합니다. 이는 다양한 원인에 의해 발생할 수 있으며, 증상과 치료 방법도 원인에 따라 다릅니다. 1. 안검염: 눈꺼풀 가장자리의 염증으로, 주로 세균 감염이나 피부 질환(예: 지루성 피부염, 여드름)과 관련이 있습니다. 환자는 눈꺼풀의 가려움, 따가움, 부종, 발적, 눈곱 증가 등의 증상을 호소할 수 있습니다. 만성적인 경우 눈꺼풀 가장자리에 딱지가 생기거나 속눈썹이 빠질 수 있습니다. 2. 맥립종(다래끼): 눈꺼풀의 피지선(주로 마이봄선)이 세균에 감염되어 발생하는 급성 염증입니다. 국소적으로 통증을 동반한 부종과 발적이 나타나며, 고름이 형성될 수 있습니다. 3. 산립종: 마이봄선의 만성적인 폐쇄로 인해 발생하는 염증성 결절입니다. 통증은 없거나 경미하며, 눈꺼풀에 단단한 덩어리가 만져질 수 있습니다. 4. 눈꺼풀 봉와직염: 눈꺼풀의 심부 조직에 발생하는 심각한 세균 감염으로, 눈꺼풀의 심한 부종, 발적, 통증, 열감이 특징적입니다. 치료하지 않을 경우 감염이 주변 조직으로 확산될 위험이 있습니다. 5. 헤르페스 감염: 단순포진 바이러스나 대상포진 바이러스에 의해 눈꺼풀에 수포성 병변이 나타날 수 있습니다. 이는 통증과 함께 피부 병변을 동반하며, 심한 경우 각막 손상으로 이어질 수 있습니다. 6. 알레르기성 안검염: 알레르기 반응으로 인해 눈꺼풀이 붓고 가려움증이 발생하는 상태입니다. 주로 꽃가루, 먼지, 화장품 등 알레르기 유발 물질에 의해 유발됩니다. 눈꺼풀 염증 질환의 치료는 원인에 따라 다르며, 항생제, 항바이러스제, 항히스타민제, 스테로이드제 등의 약물 치료가 필요할 수 있습니다. 또한, 온찜질이나 눈꺼풀 위생 관리가 증상 완화에 도움이 될 수 있습니다.",가려움|따가움|부종|발적|눈곱 증가|통증|부종|발적|통증|열감|가려움|부종|발적|통증,안검염|맥립종|산립종|눈꺼풀 봉와직염|헤르페스 감염|알레르기성 안검염,cid_21050_1.json
1,1. 겉다래끼는 눈꺼풀테와 평행하게 절개하여 치료합니다. 2. 속다래끼는 결막면에서 눈꺼풀테와 직각 방향으로 절개하여 치료합니다. 3. 콩다래끼는 결막면에서 눈꺼풀테와 직각 방향으로 절개한 후 내부의 내용물을 철저히 긁어내어 제거합니다.,,다래끼,cid_21051_1.json
1,"마이봄샘염(Meibomianitis)의 치료 방법으로는 눈꺼풀판샘 마사지를 통해 막힌 마이봄샘을 열어주고, 기름 분비를 원활하게 하여 증상을 완화시키는 것이 중요합니다. 또한, 염증을 줄이기 위해 항염증 치료를 병행하며, 필요 시 항생제 또는 스테로이드 성분의 약물을 사용하여 염증 반응을 조절합니다.",,,cid_21055_1.json
1,"속눈썹증은 속눈썹이 정상적인 방향이 아닌 눈알 쪽으로 자라는 상태를 말합니다. 또한, 마이봄샘 구멍에서 비정상적으로 속눈썹이 자라는 경우도 포함됩니다.",속눈썹이 정상적인 방향이 아닌 눈알 쪽으로 자라는 것,속눈썹증,cid_21056_1.json
1,"속눈썹증은 속눈썹이 눈꺼풀의 정상적인 위치에서 자라지 않고 안구를 향해 자라는 상태를 말합니다. 이로 인해 환자는 눈물 분비가 증가하거나, 눈에 이물감이 느껴지는 증상을 경험할 수 있습니다. 두줄 속눈썹은 속눈썹이 두 줄로 자라는 비정상적인 상태를 의미합니다. 이로 인해 속눈썹이 각막이나 결막을 자극하여 눈물 분비가 많아지거나, 지속적인 이물감을 유발할 수 있습니다.",눈물 분비 증가|이물감,속눈썹증|두줄 속눈썹,cid_21057_1.json
1,속눈썹증과 두 줄 속눈썹의 치료 방법으로는 비정상적으로 자라는 속눈썹을 제거하거나 파괴하는 방법이 있습니다. 냉동 요법은 극저온을 이용하여 비정상적인 속눈썹의 모낭을 파괴하는 방법입니다. 전기분해는 전류를 이용하여 속눈썹의 모낭을 선택적으로 파괴하는 치료법입니다. 레이저 광응고술은 레이저를 사용하여 비정상적인 속눈썹의 모낭을 열로 응고시켜 제거하는 방법입니다.,,속눈썹증,cid_21058_1.json
1,선천성 코눈물관 막힘의 원인은 하스너판(Hasner's valve)이 출생 후에도 개방되지 않는 상태에 기인합니다.,,선천성 코눈물관 막힘,cid_21059_1.json
1,"선천성 코눈물관 막힘의 증상으로는 눈물이 과도하게 흐르는 증상이 나타날 수 있습니다. 또한, 눈곱이 자주 끼는 현상이 동반될 수 있으며, 이로 인해 급성 또는 만성적인 눈물주머니염이 합병증으로 발생할 가능성이 있습니다.",눈물이 과도하게 흐르는 증상|눈곱이 자주 끼는 현상,눈물주머니염,cid_21061_1.json
1,"1) 선천성 코눈물관 막힘이 있는 경우, 초기 치료로 항생제 점안제를 사용하며, 눈물주머니 부위를 아래 방향으로 부드럽게 마사지하는 방법을 수개월 동안 시행합니다. 2) 이러한 초기 치료에도 불구하고 증상이 지속될 경우, 코눈물관 더듬자를 이용하여 막힌 부위를 물리적으로 뚫어주는 시술을 시행합니다. 3) 만약 두 번째 방법으로도 증상이 해결되지 않는다면, 코눈물관 내부에 실리콘관을 삽입하는 수술적 치료를 고려합니다.",코눈물관 막힘,녹내장,cid_21062_1.json
1,1. 후천적으로 발생하는 코눈물관 막힘의 가장 흔한 원인은 원발성입니다. 2. 드물게 코눈물관의 외상이나 종양에 의해 막힘이 발생할 수 있습니다.,,코눈물관 막힘,cid_21063_1.json
1,"후천성 코눈물관 막힘의 경우, 선천성 코눈물관 막힘과는 달리 코눈물관 더듬자를 이용한 관통술이나 실리콘관 삽입술은 치료 효과가 미미합니다. 따라서 이러한 경우에는 눈물주머니코안연결술(Dacryocystorhinostomy, DCR)을 시행하는 것이 적합한 치료 방법으로 권장됩니다.",,Dacryocystorhinostomy|녹내장,cid_21067_1.json
1,"급성 눈물주머니염증의 증상으로는 눈물주머니 부위의 피부가 붉게 변하고 부어오르는 발적과 종창이 나타납니다. 또한, 눈물주머니에 농양이 형성될 수 있으며, 이로 인해 심한 통증이 발생합니다. 환자는 해당 부위에서 열감과 함께 발열을 경험할 수 있습니다.",붉게 변하고 부어오르는 발적|종창|심한 통증|열감|발열,급성 눈물주머니염증,cid_21070_1.json
1,급성 눈물주머니염증의 주요 원인균은 황색포도알균(Staphylococcus aureus)과 베타용혈사슬알균(Group A Streptococcus)입니다.,,눈물주머니염증,cid_21071_1.json
1,"1. 급성 눈물주머니염증의 치료로는 광범위 항생제를 국소적으로 또는 전신적으로 투여합니다. 2. 눈물주머니 농양이 커져 곧 터질 것 같은 경우에는 절개와 배농(I&D, Incision and Drainage)을 시행합니다. 3. 근본적인 치료는 눈물주머니코안연결술(dacryocystorhinostomy, DCR)을 통해 코눈물관 막힘을 해결하는 것입니다. 4. 광범위 항생제를 투여한 후, 코눈물관 부지법 또는 누낭비강연결술을 시행하여 근본적인 문제를 해결합니다.",눈물|비강,눈물주머니염증|눈물주머니농양|눈물주머니염증|눈물주머니염증|눈물주머니염증|눈물주머니염증,cid_21072_1.json
1,"만성 눈물주머니염증의 증상으로는 눈물이 과도하게 흐르는 증상이 나타납니다. 또한, 눈곱이 끼는 현상이 동반될 수 있습니다. 눈물주머니 부위를 손으로 눌렀을 때, 점액과 고름이 섞인 분비물이 눈물점을 통해 역류하는 현상이 관찰됩니다. 그러나 눈물주머니 부위의 피부에는 급성 염증에서 보이는 변화가 나타나지 않습니다.",,,cid_21074_1.json
